Date,Predicted_Close,Lower_Bound,Upper_Bound
2026-01-02,70.55599975585938,70.55599975585938,70.55599975585938
2026-01-05,76.16400146484375,76.16400146484375,76.16400146484375
2026-01-06,80.52999877929688,80.52999877929688,80.52999877929688
2026-01-07,77.13500213623047,77.13500213623047,77.13500213623047
2026-01-08,74.71600341796875,74.71600341796875,74.71600341796875
2026-01-09,78.88400268554688,78.88400268554688,78.88400268554688
2026-01-12,84.61000061035156,84.61000061035156,84.61000061035156
2026-01-13,85.87699890136719,85.87699890136719,85.87699890136719
2026-01-14,90.86900329589844,90.86900329589844,90.86900329589844
2026-01-15,91.8759994506836,91.8759994506836,91.8759994506836
2026-01-16,88.09100341796875,88.09100341796875,88.09100341796875
2026-01-17,87.97229939737241,84.08517617905409,92.17634544169928
2026-01-18,87.83725489864057,83.82305373545688,92.0884238822488
2026-01-19,87.67352876404223,83.69938746569574,91.70388435035551
2026-01-20,87.51439148134318,83.25787911825304,91.53212393317224
2026-01-21,87.41546985808445,83.29752042808971,91.48458849927255
2026-01-22,87.18550099052646,83.14773978145517,91.0826990042554
2026-01-23,87.12994836106893,83.28101842901091,90.9571605729223
2026-01-24,87.01084872378668,82.87194009807136,91.06820860753194
2026-01-25,86.89043701103724,82.83935154572725,91.14998062076211
2026-01-26,86.7557711734373,83.28007827977089,90.68508140581115
2026-01-27,86.63925574196747,82.81260168425757,90.51950465610189
2026-01-28,86.5954075909612,82.61329589227388,90.95176943682603
2026-01-29,86.43163627376319,82.45701189374715,90.63385568520368
2026-01-30,86.45189109579573,82.38259944674971,90.23765138962672
2026-01-31,86.41654280759137,82.72675280548683,90.6561114076323
2026-02-01,86.38604628624887,82.36359956064629,90.3698959106834
2026-02-02,86.34560518834948,82.24215773939942,90.48742463735465
2026-02-03,86.32573639331275,82.22742255969186,90.16353612144034
2026-02-04,86.37907673067647,82.55947039799051,90.63109839536213
2026-02-05,86.31120338762813,82.27679895991119,90.45366056593775
2026-02-06,86.42431922059507,82.45595450096219,90.45817143766367
2026-02-07,86.47716997072177,82.38882227057582,90.38269381565186
2026-02-08,86.5287389489917,82.47817769429365,90.40243480345306
2026-02-09,86.56293947090995,82.47143877530559,90.44443926474115
2026-02-10,86.60920227285564,82.54135643618174,90.66010373144803
2026-02-11,86.71929994645839,82.57028041652957,91.02474740270215
2026-02-12,86.69817946974524,82.7920658677196,90.82850693057864
2026-02-13,86.84765388694507,82.64531835801802,90.71929736307294
2026-02-14,86.92632011262116,82.78320093577518,91.02850837711887
2026-02-15,86.99324854770686,82.96891362482059,91.03004778564262
2026-02-16,87.03266504949666,82.82825010285539,90.90510509249248
2026-02-17,87.07452288087185,82.78403293886592,91.12146666126935
2026-02-18,87.17130718667573,82.99254149566947,91.04801414010049
2026-02-19,87.12884369034552,83.20815371969312,91.32374093469753
2026-02-20,87.24996336174438,82.96040668168104,91.34141934039647
2026-02-21,87.29439079556718,83.2406179795494,91.09506690022474
2026-02-22,87.32240279476628,83.3795428828438,91.3539147460389
2026-02-23,87.31947852886074,83.39279308404335,91.33086940458183
2026-02-24,87.31683971873622,83.47374178047707,91.76292176493382
2026-02-25,87.36822419872195,83.24189615869162,91.62717285139374
2026-02-26,87.28066530757917,82.9631437380651,91.35283558808469
2026-02-27,87.358129554192,83.35784650309449,91.36038739506182
2026-02-28,87.36138091133355,83.35925753801382,91.22328977462274
2026-03-01,87.35161875047356,83.21147162145652,91.69119321871732
2026-03-02,87.31511119881611,83.2907694543101,91.4610399035538
2026-03-03,87.2837226658252,83.19573178503705,91.40865893847479
2026-03-04,87.3116790648565,83.09836525545214,91.43414721668418
2026-03-05,87.20634323391211,83.4028798631697,91.40122208712586
2026-03-06,87.2718529330534,83.32103067522624,91.5449638557822
2026-03-07,87.26898958807351,82.96621795824291,91.54884543247417
2026-03-08,87.25882450242915,83.15368036741347,91.44731613915417
2026-03-09,87.22736393156748,82.46640568320379,91.29860346842327
2026-03-10,87.20609129737497,82.70086202829314,91.43226739699523
2026-03-11,87.24874953202132,83.20639582990887,91.36460372249262
2026-03-12,87.16213546924087,82.94432672217329,91.23630971310277
2026-03-13,87.24975804321674,82.93352733817795,91.51256975717146
2026-03-14,87.27172783463516,82.75433653410954,91.4068145628315
2026-03-15,87.28842406184151,83.19597665407831,91.57500067610938
2026-03-16,87.28515981118579,83.14318712945634,91.39759313635406
2026-03-17,87.29274322515278,83.21233019643748,91.4879013823919
2026-03-18,87.36427713467843,82.88943035032818,91.30179410539266
2026-03-19,87.30596862035084,82.86394974400562,91.5806045456132
2026-03-20,87.42079990977442,83.27866810646597,91.59735771482545
2026-03-21,87.46842788651375,83.56498057901241,91.67679696250529
2026-03-22,87.50885813852176,82.90189681252005,91.59359964223948
2026-03-23,87.52711426670379,83.14510434742813,91.97549416066782
2026-03-24,87.55380019483957,83.49780711817344,92.10384724822353
2026-03-25,87.6418980824892,83.7811202988452,92.19053793172314
2026-03-26,87.59757352721799,83.38959229429477,92.0057520583382
2026-03-27,87.72383974273974,83.18835820643241,91.90466558721734
2026-03-28,87.78044833444221,83.72325621949842,91.96111363263857
2026-03-29,87.82755300020494,83.38077461991683,92.21092551437724
2026-03-30,87.85036731689465,83.75464492384205,92.31881791845085
2026-03-31,87.87971481806781,83.19672810174555,92.13946234221795
